Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200202,"Water - Precipitation - rain & snow (""mixed"")",2002-02-15,2002-02-01,2002-02-28,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-7.76,Jozef Stefan Institute,-53.4,Jozef Stefan Institute,4.1,2.048611111,Ruder Boskovic Institute,68,5,6.9
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200203,"Water - Precipitation - rain & snow (""mixed"")",2002-03-15,2002-03-01,2002-03-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-5.37,Jozef Stefan Institute,-35.3,Jozef Stefan Institute,3.8,2.048611111,Ruder Boskovic Institute,44,8.9,7.3
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200204,"Water - Precipitation - rain & snow (""mixed"")",2002-04-15,2002-04-01,2002-04-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-8.86,Jozef Stefan Institute,-61.5,Jozef Stefan Institute,9.1,2.048611111,Ruder Boskovic Institute,130,10.1,8.5
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200205,Water - Precipitation - rain,2002-05-15,2002-05-01,2002-05-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-5.98,Jozef Stefan Institute,-38.2,Jozef Stefan Institute,6.4,1.892916667,Ruder Boskovic Institute,91,17.2,12.7
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200206,Water - Precipitation - rain,2002-06-15,2002-06-01,2002-06-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-4.66,Jozef Stefan Institute,-28.6,Jozef Stefan Institute,3.7,2.056805556,Ruder Boskovic Institute,176,21.1,16.1
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200207,Water - Precipitation - rain,2002-07-15,2002-07-01,2002-07-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-5.65,Jozef Stefan Institute,-36.2,Jozef Stefan Institute,11.4,2.105972222,Ruder Boskovic Institute,127,21.3,17.2
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200208,Water - Precipitation - rain,2002-08-15,2002-08-01,2002-08-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-7.91,Jozef Stefan Institute,-54,Jozef Stefan Institute,6.8,2.065,Ruder Boskovic Institute,187,20.1,17.5
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200209,Water - Precipitation - rain,2002-09-15,2002-09-01,2002-09-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-10.6,Jozef Stefan Institute,-73.9,Jozef Stefan Institute,6.8,2.081388889,Ruder Boskovic Institute,88,15,13.3
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200210,Water - Precipitation - rain,2002-10-15,2002-10-01,2002-10-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-8.86,Jozef Stefan Institute,-58.9,Jozef Stefan Institute,4.1,1.958472222,Ruder Boskovic Institute,188,11.5,10.9
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200211,Water - Precipitation - rain,2002-11-15,2002-11-01,2002-11-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/). Previously reported 3H value: 0.6 ± 1.82 TU removed 2019-11-29.,-8.15,Jozef Stefan Institute,-54.3,Jozef Stefan Institute,,,,119,9.3,10
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200212,"Water - Precipitation - rain & snow (""mixed"")",2002-12-15,2002-12-01,2002-12-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-12.75,Jozef Stefan Institute,-95.1,Jozef Stefan Institute,5.7,1.99125,Ruder Boskovic Institute,51,2.6,6.4
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200301,"Water - Precipitation - rain & snow (""mixed"")",2003-01-15,2003-01-01,2003-01-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-15.71,Jozef Stefan Institute,-120.1,Jozef Stefan Institute,4.3,2.015833333,Ruder Boskovic Institute,85,-1.1,4.9
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200302,Water - Precipitation - snow,2003-02-15,2003-02-01,2003-02-28,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-16.33,Jozef Stefan Institute,-127.3,Jozef Stefan Institute,12.8,2.048611111,Ruder Boskovic Institute,50,-0.9,3.9
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200303,"Water - Precipitation - rain & snow (""mixed"")",2003-03-15,2003-03-01,2003-03-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-8.93,Jozef Stefan Institute,-70.7,Jozef Stefan Institute,,,,3,7.4,6.2
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200304,"Water - Precipitation - rain & snow (""mixed"")",2003-04-15,2003-04-01,2003-04-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-10.72,Jozef Stefan Institute,-76.1,Jozef Stefan Institute,9.1,2.024027778,Ruder Boskovic Institute,81,10.2,7.6
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200305,Water - Precipitation - rain,2003-05-15,2003-05-01,2003-05-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-6.23,Jozef Stefan Institute,-42.8,Jozef Stefan Institute,9.3,1.933888889,Ruder Boskovic Institute,66,18.3,12
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200306,Water - Precipitation - rain,2003-06-15,2003-06-01,2003-06-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-3.61,Jozef Stefan Institute,-22.3,Jozef Stefan Institute,13.61,0.58,International Atomic Energy Agency,63,23.5,17.5
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200307,Water - Precipitation - rain,2003-07-15,2003-07-01,2003-07-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-5.05,Jozef Stefan Institute,-31.2,Jozef Stefan Institute,10.98,0.49,International Atomic Energy Agency,120,22.6,15.8
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200308,Water - Precipitation - rain,2003-08-15,2003-08-01,2003-08-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-3.96,Jozef Stefan Institute,-23.1,Jozef Stefan Institute,11.93,0.53,International Atomic Energy Agency,73,24.2,17.7
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200309,Water - Precipitation - rain,2003-09-15,2003-09-01,2003-09-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-9.25,Jozef Stefan Institute,-62.5,Jozef Stefan Institute,9.17,0.42,International Atomic Energy Agency,133,15.4,11.7
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200310,"Water - Precipitation - rain & snow (""mixed"")",2003-10-15,2003-10-01,2003-10-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-9.74,Jozef Stefan Institute,-61.3,Jozef Stefan Institute,7.55,0.36,International Atomic Energy Agency,178,8.8,9
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200311,Water - Precipitation - rain,2003-11-15,2003-11-01,2003-11-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-8.61,Jozef Stefan Institute,-49.5,Jozef Stefan Institute,5.5,0.29,International Atomic Energy Agency,131,8.2,8.9
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200312,"Water - Precipitation - rain & snow (""mixed"")",2003-12-15,2003-12-01,2003-12-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-9.93,Jozef Stefan Institute,-62,Jozef Stefan Institute,5.66,0.3,International Atomic Energy Agency,107,2.1,5.8
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200501,"Water - Precipitation - rain & snow (""mixed"")",2005-01-15,2005-01-01,2005-01-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-13.33,Institute of Water Resources Management - Joanneum Research,-94.25,Institute of Water Resources Management - Joanneum Research,,,,3,0.1,4.6
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200502,"Water - Precipitation - rain & snow (""mixed"")",2005-02-15,2005-02-01,2005-02-28,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-18.34,Institute of Water Resources Management - Joanneum Research,-132.51,Institute of Water Resources Management - Joanneum Research,8.9,1.950277778,Ruder Boskovic Institute,44,-0.3,4.3
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200503,"Water - Precipitation - rain & snow (""mixed"")",2005-03-15,2005-03-01,2005-03-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-9.16,Institute of Water Resources Management - Joanneum Research,-61.58,Institute of Water Resources Management - Joanneum Research,13.4,1.958472222,Ruder Boskovic Institute,46,5.7,6.5
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200504,Water - Precipitation - rain,2005-04-15,2005-04-01,2005-04-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-8.38,Institute of Water Resources Management - Joanneum Research,-58.24,Institute of Water Resources Management - Joanneum Research,9.1,1.909305556,Ruder Boskovic Institute,119,10.7,8
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200505,Water - Precipitation - rain,2005-05-15,2005-05-01,2005-05-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-6.86,Institute of Water Resources Management - Joanneum Research,-46.88,Institute of Water Resources Management - Joanneum Research,12.7,1.10625,Ruder Boskovic Institute,97,16.3,11.7
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200506,Water - Precipitation - rain,2005-06-15,2005-06-01,2005-06-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-4.94,Institute of Water Resources Management - Joanneum Research,-32.22,Institute of Water Resources Management - Joanneum Research,12.4,1.9175,Ruder Boskovic Institute,84,19.5,14.7
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200507,Water - Precipitation - rain,2005-07-15,2005-07-01,2005-07-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-7.09,Institute of Water Resources Management - Joanneum Research,-45.73,Institute of Water Resources Management - Joanneum Research,13.7,1.950277778,Ruder Boskovic Institute,142,21.1,17.1
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200508,Water - Precipitation - rain,2005-08-15,2005-08-01,2005-08-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-7.82,Institute of Water Resources Management - Joanneum Research,-52.04,Institute of Water Resources Management - Joanneum Research,12.7,1.950277778,Ruder Boskovic Institute,264,18.4,16.2
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200509,Water - Precipitation - rain,2005-09-15,2005-09-01,2005-09-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-8.7,Institute of Water Resources Management - Joanneum Research,-62.37,Institute of Water Resources Management - Joanneum Research,12.8,1.098055556,Ruder Boskovic Institute,294,16.4,15
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200510,Water - Precipitation - rain,2005-10-15,2005-10-01,2005-10-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-8.73,Institute of Water Resources Management - Joanneum Research,-59.68,Institute of Water Resources Management - Joanneum Research,10.8,1.851944444,Ruder Boskovic Institute,54,11.8,11.4
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200511,"Water - Precipitation - rain & snow (""mixed"")",2005-11-15,2005-11-01,2005-11-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-14.07,Institute of Water Resources Management - Joanneum Research,-93.42,Institute of Water Resources Management - Joanneum Research,9.1,1.884722222,Ruder Boskovic Institute,159,5,7.9
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200512,"Water - Precipitation - rain & snow (""mixed"")",2005-12-15,2005-12-01,2005-12-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-11.32,Institute of Water Resources Management - Joanneum Research,-76.59,Institute of Water Resources Management - Joanneum Research,9.7,1.319305556,Ruder Boskovic Institute,96,0.2,5.3
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200601,"Water - Precipitation - rain & snow (""mixed"")",2006-01-15,2006-01-01,2006-01-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),,,,,,,,47,-1.6,4.6
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200602,"Water - Precipitation - rain & snow (""mixed"")",2006-02-15,2006-02-01,2006-02-28,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-5.05,Institute of Water Resources Management - Joanneum Research,-28.94,Institute of Water Resources Management - Joanneum Research,6.75,0.163888889,Ruder Boskovic Institute,47,0.5,5.2
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200603,"Water - Precipitation - rain & snow (""mixed"")",2006-03-15,2006-03-01,2006-03-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-14.13,Institute of Water Resources Management - Joanneum Research,-105.32,Institute of Water Resources Management - Joanneum Research,7.333333333,2.048611111,Ruder Boskovic Institute,129,4.5,6.3
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200604,"Water - Precipitation - rain & snow (""mixed"")",2006-04-15,2006-04-01,2006-04-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-7.61,Institute of Water Resources Management - Joanneum Research,-52.11,Institute of Water Resources Management - Joanneum Research,8,2.048611111,Ruder Boskovic Institute,121,11.5,9.1
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200605,Water - Precipitation - rain,2006-05-15,2006-05-01,2006-05-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-9.51,Institute of Water Resources Management - Joanneum Research,-65.08,Institute of Water Resources Management - Joanneum Research,11.83333333,2.048611111,Ruder Boskovic Institute,177,15.5,11.5
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200606,Water - Precipitation - rain,2006-06-15,2006-06-01,2006-06-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-5.21,Institute of Water Resources Management - Joanneum Research,-35.27,Institute of Water Resources Management - Joanneum Research,11.5,1.966666667,Ruder Boskovic Institute,46,20.5,14.1
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200607,Water - Precipitation - rain,2006-07-15,2006-07-01,2006-07-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),,,,,,,,105,23.6,16.7
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200608,Water - Precipitation - rain,2006-08-15,2006-08-01,2006-08-31,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-8.75,Institute of Water Resources Management - Joanneum Research,-57.62,Institute of Water Resources Management - Joanneum Research,11.16666667,1.966666667,Ruder Boskovic Institute,225,17.7,15.4
GNIP,GNIP/M/SI/01,LJUBLJANA,SI,1401500,46.095,14.597,282,Precipitation collectors - unknown,"[Partners: JSI, ARSO], [Info: 1984-1992 @ ARSO, 1992-2000/08 @ JSI, 2000/09-present @ JSI Research Reactor Centre.], [Reference: Vreca et al. 2006, Vreca et al. 2014]",200609,Water - Precipitation - rain,2006-09-15,2006-09-01,2006-09-30,Meteorological data obtained from the Slovenian Environment Agency (ARSO - http://meteo.arso.gov.si/met/en/),-4.96,Institute of Water Resources Management - Joanneum Research,-24.12,Institute of Water Resources Management - Joanneum Research,6.583333333,1.966666667,Ruder Boskovic Institute,108,17.7,15.1
